Price,Address,Prop_type,Size,Bath,Bed
 1 500 €  /  Monthly  ," Lisboa -   Odivelas, Póvoa de Santo Adrião e Olival Basto  ",Store,  180 m2 ,  0 ,  -- 
 2 850 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  190 m2 ,  3 ,  4 
 900 €  /  Monthly  ," Lisboa -   Amadora, Venteira  ",Others - Commercial,  30 m2 ,  2 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Others - Commercial,  30 m2 ,  2 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  151 m2 ,  2 ,  3 
 5 500 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Store,  110 m2 ,  0 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  78 m2 ,  1 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Store,  150 m2 ,  0 ,  -- 
 1 500 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Business Office,  153 m2 ,  2 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Beato  ",Condo/Apartment,  81 m2 ,  2 ,  2 
 1 750 €  /  Monthly  ," Lisboa -   Mafra, Ericeira  ",Store,  100 m2 ,  1 ,  0 
 6 000 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  257 m2 ,  5 ,  6 
 650 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  65 m2 ,  0 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  82 m2 ,  2 ,  2 
 100 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Garage,  138 m2 ,  0 ,  -- 
 100 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Garage,  11 m2 ,  0 ,  -- 
 850 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Others - Commercial,  61 m2 ,  0 ,  -- 
 1 700 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  97 m2 ,  2 ,  3 
 925 €  /  Monthly  ," Lisboa -   Loures, Moscavide e Portela  ",Store,  51 m2 ,  4 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  108 m2 ,  2 ,  3 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  75 m2 ,  1 ,  2 
 750 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  73 m2 ,  1 ,  2 
 1 500 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  102 m2 ,  2 ,  2 
 250 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Garage,  71 m2 ,  1 ,  0 
 120 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Garage,  21 m2 ,  0 ,  -- 
 1 100 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",Condo/Apartment,  81 m2 ,  1 ,  2 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  80 m2 ,  1 ,  2 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  200 m2 ,  2 ,  4 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Marvila  ",Condo/Apartment,  97 m2 ,  2 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Carnide  ",Condo/Apartment,  57 m2 ,  1 ,  1 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  54 m2 ,  1 ,  1 
 1 300 €  /  Monthly  ," Lisboa -   Lisboa, Belém  ",Condo/Apartment,  98 m2 ,  2 ,  3 
 700 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Store,  68 m2 ,  1 ,  -- 
 350 €  /  Monthly  ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Others - Habitacional,  86 m2 ,  1 ,  1 
 350 €  /  Monthly  ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Others - Habitacional,  86 m2 ,  1 ,  1 
 500 €  /  Monthly  ," Lisboa -   Loures, Loures  ",Store,  19 m2 ,  1 ,  -- 
 1 700 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",Condo/Apartment,  137 m2 ,  3 ,  3 
 20 000 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",House,  513 m2 ,  7 ,  5 
 1 400 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  127 m2 ,  2 ,  3 
 2 000 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  110 m2 ,  1 ,  3 
 500 €  /  Monthly  ," Lisboa -   Mafra, Venda do Pinheiro e Santo Estêvão das Galés  ",Store,  39 m2 ,  0 ,  -- 
 150 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Garage,  15 m2 ,  0 ,  -- 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  55 m2 ,  1 ,  1 
 2 950 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Others - Commercial,  258 m2 ,  -- ,  -- 
 200 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alhandra, São João dos Montes e Calhandriz  ",Garage,  36 m2 ,  0 ,  -- 
 1 900 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  114 m2 ,  3 ,  2 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  131 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  115 m2 ,  2 ,  3 
 7 000 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Business Office,  142 m2 ,  1 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  61 m2 ,  1 ,  1 
 6 500 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",House,  393 m2 ,  4 ,  4 
 1 000 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Condo/Apartment,  70 m2 ,  1 ,  2 
 2 500 €  /  Monthly  ," Lisboa -   Loures, Moscavide e Portela  ",Condo/Apartment,  135 m2 ,  2 ,  3 
 6 000 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  165 m2 ,  3 ,  4 
 1 300 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  58 m2 ,  1 ,  1 
 3 150 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  140 m2 ,  2 ,  4 
 2 000 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  127 m2 ,  2 ,  3 
 1 350 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Store,  132 m2 ,  1 ,  -- 
 700 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Store,  45 m2 ,  0 ,  -- 
 2 900 €  /  Monthly  ," Lisboa -   Lisboa, Marvila  ",Condo/Apartment,  110 m2 ,  2 ,  2 
 550 €  /  Monthly  ," Lisboa -   Loures, Loures  ",Store,  16 m2 ,  0 ,  -- 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Campo de Ourique  ",Condo/Apartment,  90 m2 ,  1 ,  1 
 1 750 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  98 m2 ,  2 ,  3 
 2 400 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  119 m2 ,  3 ,  3 
 1 700 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  124 m2 ,  2 ,  3 
 2 900 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  116 m2 ,  3 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Condo/Apartment,  63 m2 ,  1 ,  1 
 1 350 €  /  Monthly  ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  120 m2 ,  2 ,  3 
 1 250 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  150 m2 ,  3 ,  4 
 800 €  /  Monthly  ," Lisboa -   Loures, Camarate, Unhos e Apelação  ",Condo/Apartment,  60 m2 ,  1 ,  2 
 5 000 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Others - Commercial,  663 m2 ,  0 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  85 m2 ,  2 ,  3 
 150 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Garage,  12 m2 ,  0 ,  -- 
 2 000 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  134 m2 ,  2 ,  3 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Condo/Apartment,  99 m2 ,  2 ,  3 
 1 000 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Store,  51 m2 ,  0 ,  -- 
 800 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  58 m2 ,  0 ,  3 
 1 800 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  95 m2 ,  2 ,  2 
 4 500 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  176 m2 ,  2 ,  4 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Ajuda  ",Condo/Apartment,  87 m2 ,  1 ,  2 
 600 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",House,  28 m2 ,  1 ,  1 
 850 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Others - Commercial,  50 m2 ,  1 ,  -- 
 2 000 €  /  Monthly  ," Lisboa -   Torres Vedras, Silveira  ",House,  165 m2 ,  3 ,  3 
 2 250 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Duplex,  135 m2 ,  4 ,  4 
 1 300 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vila Franca de Xira  ",Condo/Apartment,  81 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  75 m2 ,  1 ,  3 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  120 m2 ,  2 ,  2 
 1 450 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Condo/Apartment,  109 m2 ,  2 ,  3 
 650 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Store,  87 m2 ,  2 ,  -- 
 1 250 €  /  Monthly  ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  102 m2 ,  2 ,  3 
 200 €  /  Monthly  ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Business Office,  35 m2 ,  1 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Torres Vedras, A dos Cunhados e Maceira  ",House,  172 m2 ,  0 ,  3 
 2 250 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  134 m2 ,  3 ,  4 
 1 800 €  /  Monthly  ," Lisboa -   Alenquer, Olhalvo  ",House,  272 m2 ,  4 ,  3 
 1 100 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",Condo/Apartment,  87 m2 ,  2 ,  1 
 500 €  /  Monthly  ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Store,  58 m2 ,  2 ,  -- 
 400 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vialonga  ",Store,  91 m2 ,  0 ,  -- 
 600 €  /  Monthly  ," Lisboa -   Loures, Moscavide e Portela  ",Store,  38 m2 ,  1 ,  -- 
 850 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  61 m2 ,  1 ,  2 
 1 200 €  /  Monthly  ," Lisboa -   Amadora, Encosta do Sol  ",Condo/Apartment,  90 m2 ,  2 ,  3 
 700 €  /  Monthly  ," Lisboa -   Sintra, Casal de Cambra  ",Condo/Apartment,  61 m2 ,  1 ,  2 
 2 250 €  /  Monthly  ," Lisboa -   Cascais, Alcabideche  ",Condo/Apartment,  84 m2 ,  3 ,  2 
 1 100 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  70 m2 ,  1 ,  2 
 2 100 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  142 m2 ,  3 ,  3 
 700 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Condo/Apartment,  80 m2 ,  1 ,  2 
 1 350 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  120 m2 ,  2 ,  3 
 1 200 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Warehouse,  215 m2 ,  0 ,  0 
 1 500 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Warehouse,  215 m2 ,  0 ,  0 
 2 650 €  /  Monthly  ," Lisboa -   Cascais, São Domingos de Rana  ",House,  128 m2 ,  6 ,  3 
 1 650 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  67 m2 ,  2 ,  2 
 3 250 €  /  Monthly  ," Lisboa -   Mafra, Mafra  ",House,  277 m2 ,  0 ,  4 
 1 100 €  /  Monthly  ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  65 m2 ,  1 ,  2 
 700 €  /  Monthly  ," Lisboa -   Odivelas, Pontinha e Famões  ",Condo/Apartment,  90 m2 ,  1 ,  2 
 750 €  /  Monthly  ," Lisboa -   Amadora, Alfragide  ",Condo/Apartment,  91 m2 ,  1 ,  2 
 1 300 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  80 m2 ,  1 ,  2 
 850 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  42 m2 ,  1 ,  1 
 1 200 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  110 m2 ,  2 ,  3 
 1 800 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  116 m2 ,  2 ,  2 
 900 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  89 m2 ,  2 ,  3 
 1 750 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Condo/Apartment,  130 m2 ,  2 ,  2 
 900 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Condo/Apartment,  49 m2 ,  1 ,  1 
 3 100 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  112 m2 ,  3 ,  2 
 1 400 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  100 m2 ,  2 ,  3 
 1 400 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  107 m2 ,  2 ,  3 
 700 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  75 m2 ,  1 ,  2 
 850 €  /  Monthly  ," Lisboa -   Mafra, Venda do Pinheiro e Santo Estêvão das Galés  ",Condo/Apartment,  84 m2 ,  1 ,  2 
 3 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  90 m2 ,  2 ,  3 
 2 300 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  79 m2 ,  2 ,  2 
 600 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Store,  180 m2 ,  1 ,  -- 
 1 650 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  85 m2 ,  2 ,  2 
 800 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  38 m2 ,  1 ,  2 
 900 €  /  Monthly  ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  54 m2 ,  1 ,  1 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  126 m2 ,  2 ,  3 
 120 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Garage,  12 m2 ,  0 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  69 m2 ,  1 ,  2 
 5 000 €  /  Monthly  ," Lisboa -   Sintra, Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)  ",Condo/Apartment,  164 m2 ,  3 ,  3 
 950 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  45 m2 ,  1 ,  1 
 1 490 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  80 m2 ,  2 ,  1 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  95 m2 ,  2 ,  2 
 2 900 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  107 m2 ,  3 ,  3 
 3 250 €  /  Monthly  ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  107 m2 ,  2 ,  3 
 1 000 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Sale of Business,  25 m2 ,  1 ,  -- 
 1 000 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  90 m2 ,  2 ,  2 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  154 m2 ,  2 ,  4 
 650 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Store,  33 m2 ,  0 ,  -- 
 2 900 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  164 m2 ,  2 ,  3 
 750 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  58 m2 ,  0 ,  1 
 1 100 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Condo/Apartment,  96 m2 ,  2 ,  2 
 670 €  /  Monthly  ," Lisboa -   Lisboa, Benfica  ",Condo/Apartment,  47 m2 ,  1 ,  1 
 1 150 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  66 m2 ,  1 ,  2 
 380 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Business Office,  18 m2 ,  0 ,  -- 
 1 200 €  /  Monthly  ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Store,  162 m2 ,  2 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  132 m2 ,  2 ,  3 
 600 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Business Office,  46 m2 ,  1 ,  -- 
 7 850 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  210 m2 ,  4 ,  4 
 110 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Garage,  12 m2 ,  0 ,  0 
 110 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Garage,  12 m2 ,  0 ,  0 
 3 500 €  /  Monthly  ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  258 m2 ,  4 ,  4 
 600 €  /  Monthly  ," Lisboa -   Sobral de Monte Agraço, São Quintino  ",Land,  -- m2 ,  0 ,  -- 
 3 250 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Store,  420 m2 ,  0 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Store,  183 m2 ,  3 ,  -- 
 900 €  /  Monthly  ," Lisboa -   Mafra, Venda do Pinheiro e Santo Estêvão das Galés  ",Condo/Apartment,  57 m2 ,  1 ,  2 
 900 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Condo/Apartment,  87 m2 ,  0 ,  2 
 2 700 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Store,  73 m2 ,  2 ,  -- 
 1 800 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Store,  90 m2 ,  1 ,  -- 
 2 000 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Store,  100 m2 ,  1 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Store,  146 m2 ,  2 ,  -- 
 1 600 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Business Office,  60 m2 ,  1 ,  -- 
 3 200 €  /  Monthly  ," Lisboa -   Lisboa, Avenidas Novas  ",Business Office,  150 m2 ,  2 ,  0 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  80 m2 ,  1 ,  1 
 3 750 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Business Office,  203 m2 ,  2 ,  -- 
 700 €  /  Monthly  ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Condo/Apartment,  51 m2 ,  1 ,  1 
 1 300 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  78 m2 ,  1 ,  2 
 850 €  /  Monthly  ," Lisboa -   Cascais, Carcavelos e Parede  ",Store,  45 m2 ,  1 ,  -- 
 1 350 €  /  Monthly  ," Lisboa -   Torres Vedras, Turcifal  ",House,  185 m2 ,  2 ,  3 
 1 500 €  /  Monthly  ," Lisboa -   Torres Vedras, Turcifal  ",House,  186 m2 ,  3 ,  4 
 970 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  55 m2 ,  1 ,  1 
 870 €  /  Monthly  ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  60 m2 ,  1 ,  1 
 3 400 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  173 m2 ,  3 ,  3 
 950 €  /  Monthly  ," Lisboa -   Sintra, Cacém e São Marcos  ",Condo/Apartment,  94 m2 ,  1 ,  2 
 950 €  /  Monthly  ," Lisboa -   Amadora, Venteira  ",Warehouse,  164 m2 ,  2 ,  -- 
 7 500 €  /  Monthly  ," Lisboa -   Cascais, Alcabideche  ",House,  310 m2 ,  5 ,  3 
 1 650 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  93 m2 ,  2 ,  2 
 750 €  /  Monthly  ," Lisboa -   Sobral de Monte Agraço, Sobral de Monte Agraço  ",Condo/Apartment,  106 m2 ,  2 ,  3 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  81 m2 ,  1 ,  2 
 870 €  /  Monthly  ," Lisboa -   Amadora, Encosta do Sol  ",Condo/Apartment,  79 m2 ,  1 ,  2 
 140 €  /  Monthly  ," Lisboa -   Amadora, Venteira  ",Garage,  15 m2 ,  0 ,  -- 
 2 500 €  /  Monthly  ," Lisboa -   Lisboa, Campolide  ",Condo/Apartment,  125 m2 ,  2 ,  2 
 650 €  /  Monthly  ," Lisboa -   Odivelas, Ramada e Caneças  ",Store,  45 m2 ,  1 ,  -- 
 2 100 €  /  Monthly  ," Lisboa -   Lisboa, Areeiro  ",Condo/Apartment,  110 m2 ,  2 ,  3 
 950 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  80 m2 ,  1 ,  2 
 2 500 €  /  Monthly  ," Lisboa -   Sintra, Queluz e Belas  ",Store,  82 m2 ,  2 ,  -- 
 1 000 €  /  Monthly  ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  79 m2 ,  1 ,  2 
 320 €  /  Monthly  ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Store,  21 m2 ,  1 ,  -- 
 1 100 €  /  Monthly  ," Lisboa -   Mafra, Ericeira  ",Condo/Apartment,  440 m2 ,  1 ,  2 
 1 300 €  /  Monthly  ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  85 m2 ,  2 ,  3 
 700 €  /  Monthly  ," Lisboa -   Lisboa, Alvalade  ",Store,  100 m2 ,  2 ,  -- 
 2 600 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Condo/Apartment,  188 m2 ,  4 ,  4 
 1 200 €  /  Monthly  ," Lisboa -   Lisboa, Parque das Nações  ",Store,  43 m2 ,  2 ,  -- 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Santo António  ",Condo/Apartment,  35 m2 ,  1 ,  1 
 950 €  /  Monthly  ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  99 m2 ,  2 ,  1 
 1 950 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  124 m2 ,  2 ,  3 
 850 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  90 m2 ,  1 ,  2 
 2 000 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  91 m2 ,  2 ,  3 
 2 200 €  /  Monthly  ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  100 m2 ,  2 ,  3 
 1 250 €  /  Monthly  ," Lisboa -   Amadora, Alfragide  ",Condo/Apartment,  123 m2 ,  2 ,  2 
 900 €  /  Monthly  ," Lisboa -   Lisboa, São Vicente  ",Condo/Apartment,  17 m2 ,  1 ,  1 
 4 500 €  /  Monthly  ," Lisboa -   Sintra, Rio de Mouro  ",Warehouse,  1200 m2 ,  0 ,  -- 
 850 €  /  Monthly  ," Lisboa -   Lisboa, Lumiar  ",Store,  46 m2 ,  1 ,  -- 
 1 100 €  /  Monthly  ," Lisboa -   Vila Franca de Xira, Vila Franca de Xira  ",Condo/Apartment,  93 m2 ,  2 ,  3 
 950 €  /  Monthly  ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  72 m2 ,  1 ,  2 
